,Title,Company,Description,Type,Maximum,Minimum,isYearly
80,Associate DevOps Engineer,NodeFlair,"Job Summary

Salary
S$6,145 - S$8,887 / Monthly EST

Job Type
Permanent

Seniority
Mid

Years of Experience
At least 3 years

Tech Stacks
Container Powershell CI Less Linux Ruby Python

Job Description
DevOps Engineer

Introduction

Kickstart your career with NTTS’s G.L.O.W Graduate Program, the ultimate launchpad for your tech career!

G – Grow in accelerated development path

L – Lead yourself with purpose & commitment

O – Own your career journey

W – Way Forward

Our comprehensive one-year program is tailored to empower talented and driven graduates like you with valuable hands-on experience, exposure to industry experts, and a diverse range of projects that will sharpen your skills and broaden your understanding to the ICT industry.

Responsibilities:
Working with senior members of the development team on complex projects that require multiple steps in the software development process.
Develop high-quality and scalable software solution.
Cooperate with team members to achieve project goals.
Adhere to best practices in software development.
Stay up to date on the latest trends and technologies in the industry.
Take ownership of small parts of the project and see them through to completion.
Help troubleshoot and debug applications.
Develop expertise in building the CICD pipeline.
Develop expertise in at least one Cloud Computing platform.
Ability to collaborate with team members, developers, QA and ownership teams to resolve issues
Requirements:
Bachelor’s Degree, preferably in Computer Science, Information Technology, Engineering or related field
Fresh graduate or less than 3 years of working experience
Proficiency in at least one programming language (Python, Powershell. Ruby, Bash, etc)
Familiarity with operating systems like Windows and/or Linux
Understanding of algorithms, data structures and software design patterns
Strong in interpersonal skills
Has excellent verbal/written communication and presentation skills
Team player, resourcefulness, strong analytical skills is an advantage
Skills Summary

Automation Scripting, CI/CD, Cloud Platform, Communication, Container Orchestration, Cross-Team Collaboration, Security Compliance

What will make you a good fit for the role?

Workplace type:

Equal Opportunity Employer

NTT is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category",Permanent,8887,6145,False
50,Associate Software Application Development Engineer,NodeFlair,"Job Summary

Salary
S$5,601 - S$8,510 / Monthly EST

Job Type
Permanent

Seniority
Mid

Years of Experience
Up to 3 years

Tech Stacks
C++ Microsoft Less Java Linux JavaScript C# .NET Python

Job Description
Working with senior members of the development team on complex projects that require multiple steps in the software development process.
Writing and debugging code to ensure that an application works as intended.
Communicating with other developers on the team to share knowledge and coordinate work efforts.
Participating in meetings with other members of the development team to discuss progress on projects and identify any issues that may arise.
Learning the codebase and improving your coding skills.
Writing and maintaining code.
Working on minor bug fixes.
Writing reports.
Conducting development tests.
Develop expertise in at least one coding language (.NET C#, Java or Front-End Frameworks)
Develop exposure to Application Platforms like Microsoft Power Platform, SharePoint etc

Requirements:
Bachelor’s Degree, preferably in Computer Science, Information Technology, Engineering or related field
Fresh graduate or less than 3 years of working experience
Knowledge of basic coding language such as .NET C#, Java or Javascript
Knowledge of databases and operating systems is an advantage
Strong in interpersonal skills
Has excellent verbal/written communication and presentation skills
Ability to prioritize work independently and work under pressure deadlines
Team player, resourcefulness, strong analytical skills is an advantage

Skills Summary

Agile Scrum Development, Application Development, C++ Programming Language, Design, Linux, Operating Systems (OS), Programming Languages, Python (Programming Language), Software Applications, Software Development

What will make you a good fit for the role?

Workplace type:

Equal Opportunity Employer

NTT is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category",Permanent,8510,5601,False
76,"Software Engineer, International (Singapore)",COINBASE SINGAPORE PTE. LTD.,"The International Team in Coinbase is tasked with expanding the presence and reach of Coinbase products to countries across the globe. Currently we are focusing on giving easy Fiat Payment rails access and a smooth, compliant and delightful Onboarding experience to customers in countries where Coinbase is currently present. In parallel, the team is also exploring products that make sense in the context of the particular country/region.

What you'll be doing:
Work with engineers, designers, product managers and senior leadership to turn our product and technical vision into a tangible roadmap every quarter.
Write high quality, well tested code to meet the needs of your customers
Solve unique, large scale, highly complex technical problems
Requirements:
You have at least 6 months of experience in software engineering, or done internships in the relevant fields. Fresh grads are welcomed to apply.
Degree in Bachelor/Masters degree in a quantitative field (ex Math, Stats, Physics, or Computer Science).
Have experience in any OO programming experience (in a class, for fun, at a job). Most of our systems are written in Golang, JavaScript and experience with any is a plus.
Enjoy thinking about how people interact with products and building experiences that users love
Self-motivated and committed to personal growth
Approach problems with positive energy",Permanent,8500,6500,False
234,Aviation Data Scientist / Software Engineer,THE MITRE CORPORATION,"MITRE ASIA PACIFIC SINGAPORE (MAPS)

AVIATION Data Scientist / Software Engineer

Under the initial sponsorship of Civil Aviation Authority of Singapore (CAAS), The MITRE Corporation, a U.S.-based, globally renowned research and development company, established its premier air traffic management research center in Singapore to support the growth in the Asia Pacific Region. This research center, MITRE Asia Pacific Singapore (MAPS), is in need of an Associate/Intermediate Data Scientist / Software Engineer to be part of a dynamic team of professionals working to improve air traffic operations in Singapore and the Asia Pacific region. The ideal candidate possesses excellent verbal and written technical communication skills, strong analytical abilities, the desire to acquire new skills, and the trait of being self-driven.

Key responsibilities include:

Develop, maintain, and monitor data analytics that produce high quality data
Analyze and visualize data products to derive insights and assess data quality
Continuously improve the codebase and our development/deployment processes
Consult with analysts and data consumers to ensure their needs are met
Collaborate with peers during sprint planning, technical discussions, and code reviews
Write clean and testable code that works consistently, both locally and on the compute cluster

Minimum Requirements:

Good honours degree in in Computer Science, Mathematics, or other physical science/engineering fields), or equivalent practical experience
0-5 years relevant work experience

Preferred Qualifications:

Air Traffic Management / Aviation data experience is a +

Experience with software development using Java, Python, and/or another high-level programming language
Experience with data science techniques, data analysis, modeling, and visualization using Python, R, and/or Clojure
Experience with Git version control software
Familiarity with big data, distributed systems, and/or cloud platforms (Hadoop, AWS, Spark, Kafka, etc.)
Familiarity with Agile and DevOps principles and practices
Comfortable learning new languages and ideas
Creative problem solvers and risk takers
Ability to collaborate effectively with teammates, technical partners, and stakeholders

Fresh University graduates are encouraged to apply. Preference will be given to candidates who have knowledge of and/or experience in the field of air traffic operations. There is currently one opening. Interested candidates should inquire within The MITRE Corporation by emailing JOBS@mitreasiapacific.sg by 25 April 2024.",Permanent,8500,4800,False
128,Software Engineer (System),A LOOP PTE. LTD.,"Responsibilities:
Working with a back-office development team, the candidate will be responsible for the delivery of the software solution for a high volume and performance intensive back office of an Automatic Fare Collection (AFC) system. The ideal candidate must have experience in software modernization, cloud computing and database development, as well as a strong background in software development and programming languages.

The activities required to be performed shall include the following:
Gather requirements from stakeholders;
Design, develop and maintain of the software;
Prepare and submit deliverables throughout the software development lifecycle, such as Business Rules, Software Requirement Specifications, Software Architecture Document, Design Specification, Interface Specifications, Source Code, Testing Specification, Operation and Maintenance Manual,
Training Manual and other documents as required by the Authority;
Assist the Authority with day-to-day application support issues;
Liaise with users on the requirement, design and testing issues.

Qualifications & Requirements:
Recognised degree in Computer Science, IT or engineering with at least 5 years’ relevant experience in software development;
Gone through at least one full software development lifecycle (SDLC) with experience in producing SDLC documentation;
Fresh graduates with relevant knowledge and experience in the mentioned technologies are also welcome to apply;
Experience in analysing requirements, designing, development and delivering complex enterprise applications in Enterprise Java, web programming on UNIX / LINUX and Windows environment;
Experience in Automatic Fare Collection (AFC) system;
Experience in Spring Framework and Spring Boot;
Experience in Cloud Computing, Kubernetes & Dockers, AWS Services like Amazon ECS Fargate, AWS RDS & Lambda will be an advantage;
Experience in Software Modernization, Containerization, Microservices will be an advantage;
Experience in database design, development and performance tuning;
Experience in Kafka, MQ, Service Mesh, Snowflake will be an advantage;
Familiarity with Agile development methodology and continuous integration will be an advantage;
Familiarity with EMV and Payment Card Industry Data Security Standard (PCI DSS) will be an advantage;
Strong analytical and problem-solving skills; and
Good written and verbal communication skills in English.","Full-time, Contract",8000,5000,False
293,Software Engineer (System) - 08-11-2023,AC P. COMPUTER TRAINING & CONSULTANCY PTE LTD,"Responsibilities:

Working with a back-office development team, the candidate will be responsible for the delivery of the software solution for a high volume and performance-intensive back office of an Automatic Fare Collection (AFC) system. The ideal candidate must have experience in software modernization, cloud computing, and database development, as well as a strong background in software development and programming languages.

The activities required to be performed shall include the following:
Gather requirements from stakeholders;
Design, develop, and maintain the software;
Prepare and submit deliverables throughout the software development lifecycle, such as Business Rules, Software Requirement Specifications, Software Architecture Documents,Design Specification, Interface Specifications, Source Code, Testing Specification, Operation and Maintenance Manual, Training Manual, and other documents as required by the Authority;
Assist the Authority with day-to-day application support issues;
Liaise with users on the requirements, design, and testing issues.

Qualifications & Requirements:
Recognised degree in Computer Science, IT, or engineering with at least 5 years of relevant experience in software development;
Gone through at least one full software development lifecycle (SDLC) with experience in producing SDLC documentation;
Fresh graduates with relevant knowledge and experience in the mentioned technologies are also welcome to apply;
Experience in analyzing requirements, designing, developing, and delivering complex enterprise applications in Enterprise Java, web programming on UNIX / LINUX and Windows environment;
Experience in Automatic Fare Collection (AFC) system;
Experience in Spring Framework and Spring Boot;
Experience in Cloud Computing, Kubernetes, Dockers, and AWS
Services like Amazon ECS Fargate, AWS RDS & Lambda will be an advantage;
Experience in Software Modernization, Containerization, Microservices will be an advantage;
Experience in database design, development and performance tuning;
Experience in Kafka, MQ, Service Mesh, Snowflake will be an advantage;
Familiarity with Agile development methodology and continuous integration will be an advantage;
Familiarity with EMV and Payment Card Industry Data Security Standard (PCI DSS) will be an advantage;
Strong analytical and problem-solving skills; and
Good written and verbal communication skills in English","Full-time, Permanent",8000,5000,False
241,Research Engineer (Machine Learning),NEUBOT PTE. LTD.,"What will I work on?
The candidate is a skilled engineer and works physics simulations, 3D volume image construction, signal processing, electromagnetic control with AI.
Our aim is to align you with the activities which truly interest you; will stretch you technically; help you grow and impact on millions of patients.

Who we love to see:
1. Strong mathematical skills - good foundations of linear algebra, matrix, differential algebra, statistics.
2. Strong physics skills - good knowledge of electromagnetism, finite element methods, and classical mechanics.
3. Strong problem solving and engineering skills.
4. Strong python, C++ or java coder
5. Good knowledge of python tools such as tensorflow, pytorch, numpy, pandas, sklearn, scipy, seaborn
6. Proficient in building deep learning neural network models
7. Published papers in top machine learning or computer vision conferences, ICML/NIPS/CVPR/ICCV

Education:
Bachelor's, Master's or PhD degree in Engineering or Computer Science or Mathematics or Physics.

Location:
Singapore, Beijing

We can offer you:
Master, Teach, Learn - The opportunity to work with, learn from and share knowledge with ultra-smart colleagues in a culture of collaboration and technical excellence. We groom our employees and make sure that they stay at the cutting edge of the technology stack.
Impact - Huge potential to make a positive contribution across our business, people and partners
Remuneration – Competitive pay with share award for top performers.
We are also willing to groom engineers and fresh graduates who don’t have a background in deep learning but are interested to learn. You will also have the opportunity to attend top machine learning conferences like NIPS and ICML.",Full-time,8000,3800,False
103,Blockchain Engineer,PARALLELCHAIN LAB PRIVATE LIMITED,"Location: Singapore
Job Type: On-site, Full-time

What You Will Be Doing –
Design, code, test, deploy, maintain, and improve performance-critical backend software up and down the blockchain technology stack: from P2P networking, to consensus libraries, to smart contract executors.
Read research papers presenting cutting-edge developments in distributed systems and cryptography, and then work on applying these new insights into new and existing production systems.
Contribute to a variety of open-source projects: not only those initiated by ParallelChain Lab.
Create high quality, easy-to-understand written assets for developers to build on our platforms.
Ensure proper documentation and knowledge transfer.
Review your peers' work.
Qualifications –
Bachelor’s degree in Computer Science or related fields, or knowledge equivalent to that covered in a Bachelor’s degree in Computer Science or a related field.
Fresh graduates, as well as engineers with non-typical education backgrounds are welcome: we recognise that a lot of amazing programmers are self-taught!
Applicants with 5+ years experience or holding a Ph.D degree will be considered for the role of Senior Staff Engineer.
An aptitude for writing fault-tolerant, performant, distributed systems.
A working understanding of the most commonly-used cryptographic primitives, e.g., symmetric encryption, public key crypto systems, MACs, hashes and digital signatures.
A correct model of how operating systems work. “Schedules”, ""system calls"", ""swapping"", ""paging"" should be familiar vocabulary to you.
Desired skills: programming languages and/or discrete mathematics.
Work Environment & Benefits –
International team, with English as the main communication language.
Medical insurance with dental coverage.
Marriage leaves, compassionate leaves, etc.
Employee stock options & token allocation (performance-based).",Full-time,8000,4500,False
207,RF/Analog IC Engineer,ULTRA-WIRELESS PTE. LTD.,"Job Responsibilities:
1. Circuit and system design of RF/analog transceiver IC based on CMOS technology
2. Schematic design, behavioral and circuit-level simulation, circuit implementation, layout design and test

Job Requirements:
1. A master's degree or above in microelectronics, communications, electronic engineering and other related majors; more than 3 years of relevant experience
2. Good know-how on RF/analog circuit theory and analysis; Good understanding of design process of RF/analog IC
3. Solid experience in the following module/block design and test: VCO, PLL, LNA, PA, MIXER, PMU, ADC, DAC, etc.
4. Good communication skills and team spirit.
5. Fresh MS graduates are welcome.",Permanent,8000,6000,False
32,Blockchain Engineer,NodeFlair,"Job Summary

Salary
S$4,500 - S$8,000 / Monthly

Job Type

Seniority
Junior

Years of Experience
At least 1 year

Job Description
Location: Singapore
Job Type: On-site, Full-time

What You Will Be Doing –
Design, code, test, deploy, maintain, and improve performance-critical backend software up and down the blockchain technology stack: from P2P networking, to consensus libraries, to smart contract executors.
Read research papers presenting cutting-edge developments in distributed systems and cryptography, and then work on applying these new insights into new and existing production systems.
Contribute to a variety of open-source projects: not only those initiated by ParallelChain Lab.
Create high quality, easy-to-understand written assets for developers to build on our platforms.
Ensure proper documentation and knowledge transfer.
Review your peers' work.
Qualifications –
Bachelor’s degree in Computer Science or related fields, or knowledge equivalent to that covered in a Bachelor’s degree in Computer Science or a related field.
Fresh graduates, as well as engineers with non-typical education backgrounds are welcome: we recognise that a lot of amazing programmers are self-taught!
Applicants with 5+ years experience or holding a Ph.D degree will be considered for the role of Senior Staff Engineer.
An aptitude for writing fault-tolerant, performant, distributed systems.
A working understanding of the most commonly-used cryptographic primitives, e.g., symmetric encryption, public key crypto systems, MACs, hashes and digital signatures.
A correct model of how operating systems work. “Schedules”, ""system calls"", ""swapping"", ""paging"" should be familiar vocabulary to you.
Desired skills: programming languages and/or discrete mathematics.
Work Environment & Benefits –
International team, with English as the main communication language.
Medical insurance with dental coverage.
Marriage leaves, compassionate leaves, etc.
Employee stock options & token allocation (performance-based).","Full-time, Fresh graduate",8000,4500,False
198,Sales Engineer,NACT ENGINEERING PTE. LTD.,"NACT Engineering provides drones accessories for all sizes and use-cases. Our intimate knowledge of robotics systems places us at the forefront of a burgeoning mechanical revolution. As a company at the cutting edge of engineering and robotics, we are looking for a suitable candidate that will push NACT forward as a bespoke drone solutions provider for our clients in the APAC region.
Highlights of working at NACT
Competitive compensation package remunerated based on skill and experience.
High level of autonomy on the job with training opportunities provided for upskilling and learning
Open culture and collaborative environment
High growth industry

Job Description (Sales Engineer)
The sales engineer is responsible for products demonstration and general sales, reporting to the sales manager. We seek a self-motivated professional that is able to engage customers with good people relation experience. A good track record in sales is a plus. The Sales engineer is responsible for helping the sales manager to close technical sales requiring technical demonstration and/or technical customization. Thus, the sales engineer needs to be able to hear and identify customer problems and issues, and to discuss with customer on how our products can help them.
Duties of the sales executive include walking the ground and meeting customers, closing technical sales and designing strategic sales/marketing plans and evaluating competition. Commission will be served based on confirmed sales.

Responsibilities
Understanding company products technically and eventually be able to operate them independently
Coordinating with sales representatives & sales manager to serve customers
Create sales by both serving existing and new customers
Strategize and report to the sales manager both ground & customer feedbacks
Help identify other technical issues customers face to the technical manager to strategize future product development
Build pipeline and maintain long-term relationships with prospects
Identify new business opportunities to generate opportunities

Qualifications
Diploma, Bachelor's degree or equivalent experience
Fresh graduate welcomed
Salary package will commensurate with experience and sales target","Full-time, Permanent",8000,3000,False
